Order_id,qty,price_each
173459,2,3.84
173460,1,150
173461,2,3.84
173462,1,600
173463,2,14.95
173464,1,149.99
173465,1,999.99
173466,1,389.99
173467,1,150
173468,1,3.84
173469,2,11.95
173470,1,389.99
173471,2,11.99
173472,1,700
173472,1,11.99
173473,1,389.99
173474,1,11.95
173475,1,150
173476,1,11.95
173477,1,1700
173478,1,11.99
173479,1,11.95
173480,1,379.99
173481,1,600
173482,1,150
173483,1,600
173484,1,150
173485,1,600
173485,1,11.99
173486,1,11.99
173486,2,11.95
173487,1,700
173488,1,1700
173489,1,300
173489,1,99.99
173490,1,11.95
173491,1,700
173492,1,14.95
173493,1,11.99
173493,1,389.99
173494,1,150
173495,1,379.99
173496,1,14.95
173497,1,700
173498,1,700
173499,1,149.99
173500,1,11.99
173501,1,2.99
173502,1,2.99
173503,1,3.84
173504,1,700
173504,1,14.95
173505,1,150
173506,1,2.99
173507,1,3.84
173508,1,99.99
173509,1,3.84
173510,1,149.99
173511,1,389.99
173512,1,14.95
173513,2,2.99
173514,1,14.95
173515,1,11.99
173516,1,1700
173517,1,14.95
173518,1,11.99
173519,1,99.99
173520,1,600
173521,2,3.84
173522,1,2.99
173523,1,149.99
173524,1,2.99
173525,1,14.95
173526,1,2.99
173526,1,3.84
173527,1,2.99
173528,1,150
173529,1,150
173530,1,99.99
173531,1,11.99
173532,1,150
173533,1,999.99
173533,1,2.99
173534,1,2.99
173535,1,999.99
173536,3,3.84
173537,1,3.84
173538,1,400
173539,1,150
173540,2,11.99
173541,1,150
173542,1,11.95
173543,1,11.95
173544,1,14.95
173545,1,3.84
173546,2,11.99
173547,1,11.95
173548,1,99.99
173549,2,11.95
173550,1,600
173551,3,3.84
173552,1,150
173553,2,14.95
173554,1,150
173555,1,3.84
173556,1,99.99
173557,1,2.99
173558,3,3.84
173559,1,11.95
173559,1,99.99
173560,1,11.95
173561,1,600
173562,1,14.95
173563,1,2.99
173564,1,2.99
173565,1,99.99
173566,1,14.95
173567,1,2.99
173568,1,149.99
173569,1,2.99
173570,1,11.99
173571,1,99.99
173572,1,11.99
173573,1,11.95
173574,1,300
173575,1,99.99
173576,2,11.99
173577,1,1700
173578,3,2.99
173579,1,109.99
173580,1,11.95
173581,1,3.84
173582,1,700
173583,1,11.95
173584,1,2.99
173585,1,99.99
173586,1,149.99
173587,1,99.99
173588,1,3.84
173589,2,14.95
173590,1,14.95
173591,2,3.84
173592,1,389.99
173593,1,3.84
173594,1,150
173595,1,149.99
173596,1,14.95
173597,3,2.99
173598,1,14.95
173599,1,150
173600,1,600
173601,1,14.95
173602,1,700
173603,1,389.99
173604,1,150
173605,1,3.84
173606,1,11.99
173607,1,379.99
173608,1,14.95
173609,1,11.95
173610,1,150
173611,1,14.95
173612,1,149.99
173613,1,2.99
173614,1,600
173615,1,150
173616,1,150
173617,1,14.95
173618,1,600
173619,1,2.99
173620,1,2.99
173621,1,1700
173622,1,11.99
173623,1,14.95
173624,1,1700
173625,1,11.99
173626,2,11.95
173627,1,11.99
173628,1,150
173629,1,14.95
173630,1,3.84
173631,1,1700
173632,1,14.95
173633,1,99.99
173634,1,14.95
173635,1,14.95
173636,1,11.95
173637,1,149.99
173638,2,3.84
173639,1,150
173640,1,11.99
173641,1,11.95
173642,1,999.99
173643,1,14.95
173644,1,150
173645,1,99.99
173646,1,389.99
173647,1,400
173647,1,99.99
173647,1,11.99
173648,1,11.99
173649,1,300
173650,1,14.95
173651,1,2.99
173652,1,389.99
173653,2,2.99
173654,2,2.99
173655,1,150
173656,4,14.95
173657,1,11.95
173658,1,999.99
173659,1,2.99
173660,1,150
173661,1,1700
173662,1,2.99
173663,1,11.99
173664,1,2.99
173665,1,11.99
173666,1,150
173667,1,109.99
173668,1,14.95
173669,1,11.95
173670,1,3.84
173671,3,2.99
173672,1,11.99
173673,1,99.99
173674,1,150
173675,5,2.99
173676,1,2.99
173677,1,11.99
173678,1,99.99
173679,1,400
173680,1,3.84
173681,1,11.99
173682,1,14.95
173683,1,11.95
173684,2,3.84
173685,1,700
173686,1,149.99
173687,1,379.99
173688,1,14.95
173689,1,389.99
173690,1,11.95
173691,1,600
173692,1,11.95
173693,2,11.95
173694,1,14.95
173695,1,3.84
173695,1,11.99
173696,1,150
173697,1,2.99
173698,1,11.95
173699,1,1700
173700,1,700
173700,1,14.95
173701,1,2.99
173702,1,11.99
173703,2,2.99
173704,1,379.99
173705,1,11.95
173706,2,3.84
173707,1,3.84
173708,1,149.99
173709,1,149.99
173710,1,11.95
173711,1,150
173712,1,11.95
173713,1,150
173714,1,3.84
173715,1,300
173716,1,150
173716,1,700
173717,2,3.84
173718,1,11.95
173719,1,14.95
173720,1,11.99
173721,1,99.99
173722,1,150
173723,1,11.95
173724,1,2.99
173725,1,11.95
173726,1,2.99
173727,1,150
173728,1,11.99
173729,1,109.99
173730,1,11.99
173731,3,2.99
173732,3,2.99
173733,1,400
173733,1,11.95
173734,1,11.95
173735,1,11.99
173736,1,3.84
173737,1,11.99
173738,1,300
173739,1,150
173740,1,99.99
173740,1,150
173741,1,150
173742,1,3.84
173743,1,600
173744,1,150
173745,1,2.99
173746,1,1700
173747,1,14.95
173748,1,999.99
173749,1,3.84
173750,2,2.99
173751,1,2.99
173752,1,2.99
173753,1,14.95
173754,1,379.99
173755,2,3.84
173756,1,149.99
173757,1,150
173758,1,14.95
173759,1,11.95
173760,1,109.99
173761,1,3.84
173762,1,11.99
173763,1,14.95
173764,1,99.99
173765,1,11.95
173766,1,2.99
173767,1,11.99
173768,1,2.99
173769,1,99.99
173770,1,600
173770,1,11.99
173771,1,3.84
173772,2,2.99
173773,1,149.99
173774,1,150
173775,1,150
173776,1,700
173777,1,150
173778,3,3.84
173779,1,2.99
173780,1,149.99
173781,1,700
173781,1,14.95
173782,1,1700
173783,1,700
173784,1,150
173785,1,11.95
173786,1,14.95
173787,1,150
173788,2,3.84
173789,1,999.99
173790,1,149.99
173791,1,150
173792,1,150
173793,1,11.95
173794,1,600
173795,1,99.99
173796,1,1700
173797,1,3.84
173798,1,99.99
173799,2,11.99
173800,1,999.99
173801,1,379.99
173802,2,11.99
173803,2,11.95
173803,1,11.95
173804,1,389.99
173805,1,14.95
173806,1,2.99
173807,1,14.95
173808,1,2.99
173809,1,999.99
173810,1,2.99
173811,1,11.99
173812,1,109.99
173813,1,14.95
173814,1,11.95
173815,1,14.95
173816,1,11.95
173817,1,149.99
173818,2,11.95
173819,1,11.95
173820,2,2.99
173821,1,2.99
173822,1,11.99
173823,1,11.95
173824,1,2.99
173825,1,11.95
173826,1,1700
173827,1,11.99
173828,1,11.95
173829,1,3.84
173830,1,999.99
173831,1,11.95
173832,1,99.99
173833,1,14.95
173834,1,300
173835,2,2.99
173836,1,3.84
173837,2,3.84
173838,1,150
173839,1,700
173840,1,11.95
173841,4,2.99
173842,1,11.95
173843,1,3.84
173844,1,150
173845,1,99.99
173846,1,109.99
173847,1,600
173848,1,150
173849,1,99.99
173850,1,14.95
173851,4,2.99
173852,1,300
173853,2,3.84
173854,1,14.95
173855,1,150
173856,2,3.84
173857,1,2.99
173858,2,2.99
173859,1,99.99
173860,1,149.99
173861,1,14.95
173862,1,14.95
173863,2,2.99
173864,1,99.99
173865,1,2.99
173866,1,2.99
173867,1,14.95
173868,1,14.95
173869,1,600
173869,1,11.95
173870,1,11.95
173871,1,11.95
173872,1,11.99
173873,1,11.95
173874,1,14.95
173875,1,1700
173876,1,11.95
173877,1,149.99
173878,1,600
173879,1,11.99
173880,1,2.99
173881,1,300
173882,1,99.99
173883,1,700
173884,1,14.95
173885,1,2.99
173886,1,379.99
173887,1,99.99
173888,1,600
173889,1,1700
173890,2,2.99
173891,1,3.84
173892,1,14.95
173893,1,300
173894,1,1700
173895,1,11.99
173896,1,109.99
173897,1,3.84
173898,1,99.99
173899,1,300
173900,1,11.99
173901,1,2.99
173902,2,2.99
173903,2,11.95
173904,1,11.99
173905,1,379.99
173906,1,11.95
173907,1,11.95
173908,1,11.95
173909,2,3.84
173910,1,600
173911,1,150
173912,1,14.95
173913,1,99.99
173914,1,2.99
173915,2,3.84
173916,1,11.99
173917,1,109.99
173918,1,99.99
173918,1,11.99
173919,1,149.99
173920,1,14.95
173921,1,11.99
173922,1,14.95
173923,1,14.95
173924,1,11.99
173925,1,3.84
173926,1,2.99
173927,1,109.99
173928,1,700
173929,1,300
173930,1,11.99
173931,1,14.95
173932,1,11.95
173933,1,3.84
173934,1,14.95
173935,1,300
173936,1,2.99
173936,1,150
173937,1,389.99
173937,1,600
173938,2,14.95
173939,1,3.84
173940,1,999.99
173941,1,389.99
173942,1,11.95
173943,1,11.95
173944,1,3.84
173945,1,11.99
173946,1,389.99
173947,1,3.84
173948,1,150
173949,1,99.99
173950,1,700
173951,1,11.95
173952,1,109.99
173953,1,14.95
173954,1,11.99
173955,1,2.99
173956,1,14.95
173957,1,600
173958,1,2.99
173959,1,109.99
173960,1,150
173961,1,14.95
173962,1,14.95
173963,1,149.99
173964,1,99.99
173965,1,14.95
173966,1,11.99
173967,1,2.99
173968,1,389.99
173969,1,11.99
173969,1,149.99
173970,2,11.99
173971,1,11.95
173972,1,1700
173973,3,2.99
173974,1,3.84
173975,1,11.99
173976,1,150
173977,1,150
173978,1,11.95
173979,1,2.99
173980,1,600
173980,1,11.95
173981,1,11.95
173982,1,11.95
173983,1,14.95
173984,1,150
173985,1,999.99
173986,1,300
173987,1,2.99
173988,1,3.84
173989,1,2.99
173990,1,600
173991,1,3.84
173992,1,3.84
173993,1,2.99
173994,1,3.84
173995,1,11.99
173996,1,2.99
173997,1,149.99
173998,1,2.99
173999,1,700
174000,1,600
174001,1,11.95
174002,1,2.99
174003,1,3.84
174004,1,150
174005,1,109.99
174006,1,2.99
174007,1,379.99
174008,1,3.84
174009,1,2.99
174010,2,2.99
174011,1,2.99
174012,1,600
174013,1,11.95
174014,1,3.84
174015,1,14.95
174016,1,3.84
174017,1,2.99
174018,2,3.84
174019,1,11.95
174020,1,11.99
174021,3,3.84
174022,1,149.99
174023,1,11.95
174024,1,2.99
174025,2,3.84
174026,1,150
174027,1,11.99
174028,2,11.95
174029,1,379.99
174030,1,11.95
174031,1,150
174032,1,99.99
174033,1,150
174034,1,11.99
174035,2,3.84
174036,1,11.99
174037,1,14.95
174038,1,11.99
174039,1,99.99
174040,1,999.99
174041,1,11.99
174042,1,11.95
174043,2,2.99
174044,1,600
174045,3,11.95
174046,1,3.84
174047,1,3.84
174048,1,999.99
174049,1,150
174050,1,3.84
174051,1,150
174052,2,2.99
174053,1,99.99
174054,1,11.95
174055,1,14.95
174056,2,2.99
174057,1,2.99
174058,1,2.99
174059,1,3.84
174060,3,3.84
174061,1,3.84
174062,1,3.84
174063,1,3.84
174064,1,1700
174065,1,389.99
174066,1,300
174067,1,3.84
174068,1,14.95
174069,2,3.84
174070,1,14.95
174071,1,150
174072,1,999.99
174073,1,11.99
174074,1,3.84
174075,1,11.95
174076,1,11.99
174077,1,99.99
174078,1,11.99
174079,1,99.99
174080,1,11.99
174081,1,2.99
174082,1,2.99
174083,1,99.99
174084,2,3.84
174085,1,14.95
174086,1,379.99
174087,2,2.99
174088,1,14.95
174089,1,1700
174090,2,2.99
174091,1,11.99
174092,1,99.99
174093,1,3.84
174094,1,300
174095,1,3.84
174096,1,14.95
174097,1,2.99
174098,2,11.95
174099,1,109.99
174100,2,11.95
174101,1,99.99
174102,1,999.99
174103,1,149.99
174104,1,150
174105,1,150
174106,1,150
174107,1,14.95
174108,1,379.99
174109,1,2.99
174110,1,11.99
174111,1,109.99
174112,1,379.99
174113,1,150
174114,1,14.95
174115,1,300
174116,1,11.99
174117,1,2.99
174118,1,2.99
174119,2,14.95
174120,1,3.84
174121,1,3.84
174122,1,150
174123,1,379.99
174124,1,150
174125,1,389.99
174126,1,389.99
174127,1,149.99
174128,1,2.99
174129,1,11.95
174130,1,99.99
174131,1,3.84
174132,1,150
174133,1,600
174134,1,109.99
174135,1,14.95
174136,1,11.95
174137,1,109.99
174137,1,600
174138,1,2.99
174139,1,11.99
174140,1,14.95
174141,1,14.95
174142,2,3.84
174143,1,2.99
174144,2,3.84
174145,1,109.99
174146,1,700
174147,1,14.95
174148,1,3.84
174149,1,150
174150,1,379.99
174151,1,999.99
174152,1,11.99
174152,1,600
174153,1,150
174154,1,11.99
174155,1,99.99
174156,2,2.99
174157,1,99.99
174158,1,999.99
174159,3,3.84
174160,1,11.95
174161,1,11.99
174162,1,389.99
174163,1,600
174164,2,3.84
174165,1,150
174166,1,11.99
174167,1,3.84
174168,1,14.95
174169,3,14.95
174170,1,2.99
174171,1,14.95
174172,1,300
174173,1,149.99
174174,1,14.95
174175,1,14.95
174176,1,2.99
174177,1,99.99
174178,1,150
174179,1,11.95
174180,1,109.99
174181,1,11.99
174182,1,14.95
174183,2,11.95
174184,2,11.99
174185,1,14.95
174186,1,14.95
174187,1,1700
174188,1,11.99
174189,2,3.84
174190,1,379.99
174191,1,999.99
174192,1,2.99
174193,1,3.84
174194,1,11.95
174195,1,600
174196,1,1700
174197,1,11.95
174198,1,600
174199,1,149.99
174200,1,11.95
174201,1,99.99
174202,1,11.99
174203,1,2.99
174204,1,11.99
174205,1,300
174206,1,11.99
174207,1,11.95
174208,1,149.99
174209,1,11.95
174210,1,99.99
174211,1,14.95
174212,1,11.95
174213,1,14.95
174213,1,700
174214,1,700
174215,1,3.84
174216,1,14.95
174217,1,389.99
174218,1,14.95
174219,3,2.99
174220,1,2.99
174221,1,600
174222,1,3.84
174223,1,11.95
174224,1,11.99
174225,1,999.99
174226,1,109.99
174227,1,700
174227,1,14.95
174228,1,379.99
174229,1,2.99
174230,1,600
174231,1,11.99
174232,1,3.84
174233,1,2.99
174234,1,99.99
174235,1,3.84
174236,1,14.95
174237,1,11.99
174238,1,389.99
174239,1,3.84
174240,1,14.95
174241,1,600
174241,1,11.95
174242,1,2.99
174243,1,700
174243,1,11.99
174244,1,109.99
174245,1,14.95
174246,2,14.95
174247,1,379.99
174248,1,99.99
174249,1,379.99
174250,1,14.95
174251,2,2.99
174252,1,379.99
174253,1,2.99
174254,1,99.99
174255,1,1700
174256,1,150
174257,2,2.99
174258,1,99.99
174259,1,3.84
174260,1,11.95
174261,1,11.99
174262,1,379.99
174263,1,11.95
174264,1,14.95
174265,1,379.99
174266,1,99.99
174267,1,389.99
174268,1,11.99
174269,1,1700
174270,1,379.99
174271,2,3.84
174272,1,11.99
174273,1,600
174274,2,2.99
174275,1,14.95
174276,1,149.99
174277,1,389.99
174278,1,600
174278,1,11.95
174279,1,150
174280,1,99.99
174281,1,11.99
174282,1,3.84
174283,1,389.99
174284,1,99.99
174285,1,3.84
174286,1,11.95
174287,1,3.84
174288,1,1700
174289,1,11.99
174290,2,2.99
174291,1,150
174292,1,150
174293,1,3.84
174294,1,11.99
174294,1,600
174295,1,99.99
174296,1,999.99
174297,1,14.95
174298,2,3.84
174299,1,14.95
174300,2,2.99
174301,1,11.95
174302,1,149.99
174303,1,300
174304,3,11.95
174305,1,3.84
174306,2,2.99
174307,1,14.95
174308,1,14.95
174309,1,379.99
174310,1,11.99
174311,1,11.95
174312,1,149.99
174313,1,149.99
174314,1,389.99
174315,1,14.95
174316,2,2.99
174317,1,14.95
174318,1,300
174319,1,11.95
174320,1,600
174321,1,11.95
174322,1,99.99
174323,1,150
174324,1,3.84
174325,2,14.95
174326,1,149.99
174327,1,379.99
174328,1,3.84
174329,4,3.84
174330,1,99.99
174331,1,300
174332,1,11.99
174333,1,11.95
174334,1,99.99
174335,1,150
174336,1,14.95
174337,1,400
174338,1,379.99
174339,1,150
174340,1,2.99
174341,1,700
174342,2,2.99
174343,3,2.99
174344,1,3.84
174345,1,14.95
174346,1,11.99
174347,1,11.99
174348,1,600
174349,1,11.95
174350,1,99.99
174351,1,11.95
174352,1,149.99
174353,1,999.99
174354,1,1700
174355,1,99.99
174356,1,11.99
174357,1,11.99
174358,1,1700
174359,1,11.95
174360,1,700
174360,1,150
174361,1,1700
174362,2,11.95
174363,2,3.84
174364,1,3.84
174365,1,3.84
174366,2,3.84
174367,2,2.99
174368,1,379.99
174369,1,3.84
174370,1,99.99
174371,1,11.99
174372,1,999.99
174373,1,11.99
174374,1,2.99
174375,1,3.84
174376,2,2.99
174377,1,109.99
174378,1,11.95
174379,1,11.95
174380,1,11.99
174381,1,700
174382,1,1700
174383,1,99.99
174384,1,999.99
174385,1,109.99
174386,1,3.84
174387,1,109.99
174388,1,11.95
174389,1,149.99
174390,1,11.95
174391,1,11.95
174392,1,11.99
174393,1,11.99
174394,1,14.95
174395,1,99.99
174396,1,14.95
174397,1,1700
174398,1,99.99
174398,1,11.99
174399,1,379.99
174400,2,2.99
174401,1,99.99
174402,1,14.95
174403,1,700
174403,1,14.95
174404,2,14.95
174404,1,11.99
174405,1,389.99
174406,3,11.95
174407,1,150
174408,1,14.95
174409,1,3.84
174410,1,150
174411,1,99.99
174412,1,150
174413,1,11.95
174414,1,600
174415,1,150
174416,2,99.99
174417,1,379.99
174418,1,149.99
174419,1,149.99
174420,1,999.99
174421,1,3.84
174422,1,150
174423,1,400
174423,1,11.99
174424,3,2.99
174425,1,149.99
174426,1,700
174427,1,14.95
174428,1,11.95
174429,1,11.95
174430,1,3.84
174431,1,11.99
174432,1,99.99
174433,1,150
174434,1,11.99
174435,1,600
174435,1,99.99
174436,1,14.95
174437,1,11.99
174438,1,2.99
174439,1,11.95
174440,1,149.99
174441,2,2.99
174442,2,2.99
174443,1,700
174444,1,389.99
174445,1,3.84
174446,1,14.95
174447,1,11.99
174448,1,99.99
174449,1,300
174450,1,150
174451,1,600
174452,1,379.99
174453,1,14.95
174454,1,11.99
174455,1,379.99
174456,1,149.99
174457,1,149.99
174458,1,149.99
174459,1,11.99
174460,1,99.99
174461,1,389.99
174462,1,3.84
174463,1,14.95
174464,1,11.95
174465,1,150
174466,2,2.99
174467,1,3.84
174468,1,3.84
174469,1,2.99
174470,1,14.95
174471,1,389.99
174472,1,389.99
174473,1,700
174474,1,149.99
174475,1,2.99
174476,1,300
174477,1,379.99
174478,1,11.95
174479,1,300
174480,1,99.99
174481,1,11.95
174482,1,14.95
174483,1,3.84
174484,1,99.99
174485,4,2.99
174486,1,150
174487,1,389.99
174488,1,150
174489,1,99.99
174490,1,11.99
174491,1,14.95
174492,1,149.99
174493,1,11.99
174494,1,99.99
174495,1,999.99
174496,1,600
174496,1,11.95
174497,2,3.84
174498,1,1700
174499,1,149.99
174500,1,11.95
174501,1,11.99
174502,2,2.99
174503,1,3.84
174504,1,11.95
174505,1,99.99
174506,1,14.95
174506,1,109.99
174507,1,14.95
174508,1,11.95
174509,1,11.99
174509,1,11.95
174510,1,14.95
174511,1,150
174512,1,3.84
174513,1,11.95
174514,1,14.95
174515,1,400
174515,1,11.95
174516,1,700
174517,1,300
174518,1,700
174519,1,14.95
174520,1,11.99
174521,1,149.99
174522,1,150
174523,1,99.99
174524,1,700
174525,1,11.95
174526,1,2.99
174527,1,11.95
174527,1,149.99
174528,1,149.99
174529,1,14.95
174530,1,1700
174531,2,14.95
174531,1,109.99
174532,1,11.99
174533,1,2.99
174534,1,11.99
174535,1,3.84
174536,1,3.84
174537,1,150
174538,1,11.95
174539,1,2.99
174540,1,379.99
174541,1,3.84
174542,1,11.99
174543,1,11.95
174544,1,11.99
174545,1,300
174546,1,150
174547,1,150
174548,1,149.99
174549,1,149.99
174550,1,99.99
174551,1,400
174552,1,389.99
174553,1,3.84
174554,1,150
174555,1,600
174555,1,11.95
174556,1,150
174557,1,11.99
174558,1,14.95
174558,1,99.99
174559,1,3.84
174560,2,11.95
174561,1,109.99
174562,1,150
174563,1,149.99
174564,1,14.95
174565,1,389.99
174566,1,150
174567,1,109.99
174568,1,150
174569,1,11.99
174570,1,11.99
174571,1,2.99
174572,1,300
174573,1,150
174574,1,389.99
174575,1,3.84
174576,1,3.84
174577,1,2.99
174578,1,1700
174579,1,3.84
174580,1,400
174581,1,109.99
174582,1,11.99
174583,1,149.99
174584,1,11.99
174585,3,2.99
174586,3,3.84
174587,1,3.84
174588,2,3.84
174589,1,149.99
174590,1,14.95
174591,4,11.95
174592,2,3.84
174593,1,150
174594,1,999.99
174595,2,14.95
174596,2,14.95
174597,2,3.84
174598,1,99.99
174599,1,14.95
174600,1,1700
174601,1,600
174602,1,999.99
174603,1,600
174604,2,2.99
174605,1,99.99
174606,1,14.95
174607,1,99.99
174608,1,3.84
174609,1,1700
174610,2,11.99
174611,1,14.95
174612,1,150
174613,1,11.95
174614,1,11.99
174615,1,149.99
174616,2,11.95
174617,1,2.99
174618,1,11.95
174619,1,400
174620,1,150
174621,1,11.99
174622,1,109.99
174623,1,11.99
174624,1,150
174625,1,14.95
174626,2,2.99
174627,1,150
174628,1,14.95
174629,1,2.99
174630,1,109.99
174631,2,2.99
174632,1,14.95
174633,1,14.95
174634,1,600
174635,1,14.95
174636,1,14.95
174637,1,150
174638,1,1700
174639,1,150
174640,1,14.95
174641,1,14.95
174642,1,1700
174643,5,3.84
174644,1,99.99
174645,1,3.84
174646,1,150
174647,1,3.84
174648,1,99.99
174649,1,150
174650,1,14.95
174651,1,99.99
174652,1,11.99
174653,1,389.99
174654,1,150
174655,1,99.99
174655,1,11.95
174656,1,11.99
174657,2,11.99
174658,1,14.95
174659,3,11.99
174660,1,150
174661,1,11.95
174662,1,700
174662,1,11.99
174663,1,3.84
174663,1,14.95
174664,1,11.95
174665,1,99.99
174666,1,2.99
174667,1,600
174667,1,11.95
174668,1,11.95
174669,1,11.95
174670,1,300
174671,1,400
174672,1,14.95
174673,1,99.99
174674,1,2.99
174675,1,300
174676,1,149.99
174677,1,99.99
174678,1,2.99
174679,1,3.84
174680,1,300
174681,1,700
174682,1,300
174683,1,600
174683,1,99.99
174684,1,300
174685,1,389.99
174686,1,3.84
174687,1,11.95
174688,3,2.99
174689,1,389.99
174690,1,3.84
174691,1,150
174691,1,150
174692,2,11.95
174693,1,149.99
174694,1,379.99
174695,1,2.99
174696,1,11.99
174697,1,150
174698,1,150
174699,1,99.99
174700,1,14.95
174701,1,1700
174702,1,2.99
174703,1,3.84
174704,1,11.99
174705,1,109.99
174706,1,999.99
174707,1,150
174708,1,379.99
174709,1,3.84
174710,1,11.99
174710,1,14.95
174711,1,3.84
174712,1,2.99
174713,1,2.99
174714,1,700
174715,1,14.95
174716,1,11.99
174717,2,99.99
174718,1,2.99
174719,1,600
174720,1,11.95
174721,1,3.84
174722,1,99.99
174723,1,11.95
174724,1,379.99
174725,1,150
174726,1,11.99
174727,2,3.84
174728,1,3.84
174729,1,11.99
174730,1,11.95
174731,1,379.99
174732,1,14.95
174733,1,379.99
174734,1,99.99
174735,1,11.95
174736,4,2.99
174737,1,3.84
174738,1,99.99
174739,1,2.99
174740,1,11.99
174741,1,150
174742,1,600
174742,1,11.95
174743,1,2.99
174744,1,99.99
174745,1,11.95
174746,1,600
174746,3,11.95
174747,1,14.95
174748,1,150
174748,1,600
174749,1,1700
174750,1,150
174751,2,2.99
174752,1,11.95
174753,4,2.99
174754,1,600
174755,1,2.99
174756,2,14.95
174757,1,2.99
174758,1,700
174759,1,150
174760,1,14.95
174761,1,14.95
174762,1,600
174763,1,389.99
174764,1,2.99
174765,1,999.99
174766,2,14.95
174767,1,2.99
174768,1,389.99
174769,1,2.99
174770,1,700
174770,1,14.95
174771,1,3.84
174772,1,14.95
174773,1,99.99
174774,1,150
174775,1,2.99
174776,1,99.99
174777,1,149.99
174778,1,379.99
174779,1,11.95
174780,1,149.99
174781,1,14.95
174782,1,379.99
174783,1,11.95
174784,1,150
174785,1,11.95
174786,1,2.99
174787,1,2.99
174788,1,99.99
174789,1,600
174790,1,11.99
174791,1,150
174792,1,600
174793,1,11.95
174794,1,14.95
174795,1,11.95
174796,1,150
174797,1,150
174798,1,600
174799,1,999.99
174800,1,11.95
174801,1,400
174802,1,14.95
174803,1,11.99
174804,1,379.99
174805,1,14.95
174806,2,11.95
174807,1,14.95
174808,1,14.95
174809,2,3.84
174810,1,999.99
174811,1,99.99
174812,1,150
174813,1,2.99
174814,1,11.99
174815,1,1700
174816,5,3.84
174817,1,379.99
174818,1,3.84
174819,1,379.99
174820,1,11.95
174821,1,379.99
174822,1,150
174823,1,3.84
174824,1,99.99
174825,1,149.99
174826,1,14.95
174827,2,11.99
174828,1,2.99
174829,1,149.99
174830,1,14.95
174831,1,150
174832,1,11.95
174833,1,2.99
174834,1,389.99
174835,1,11.95
174836,2,2.99
174837,1,99.99
174838,2,11.95
174839,1,400
174840,1,300
174841,1,11.99
174842,1,99.99
174843,1,11.99
174844,1,99.99
174845,1,379.99
174846,1,150
174847,1,999.99
174848,1,379.99
174849,1,300
174850,1,99.99
174851,1,3.84
174852,1,11.95
174853,1,2.99
174854,1,3.84
174855,1,379.99
174856,1,150
174857,1,149.99
174858,1,11.99
174859,1,14.95
174860,1,150
174861,1,1700
174862,1,600
174863,1,150
174864,1,379.99
174865,1,2.99
174866,1,2.99
174867,1,2.99
174868,1,11.95
174869,1,109.99
174870,1,600
174871,1,300
174872,1,999.99
174873,1,400
174873,1,11.95
174874,2,11.95
174875,1,2.99
174876,1,700
174877,1,14.95
174878,1,1700
174879,2,3.84
174880,1,3.84
174881,1,99.99
174882,1,99.99
174883,1,150
174884,1,11.95
174885,1,150
174886,1,11.95
174887,2,2.99
174888,1,11.99
174889,1,389.99
174890,1,389.99
174891,1,14.95
174892,1,1700
174893,1,150
174894,1,700
174895,1,300
174896,2,11.95
174897,1,11.95
174898,1,149.99
174899,1,14.95
174900,1,300
174901,1,700
174902,1,150
174903,1,600
174904,1,2.99
174905,1,109.99
174906,1,379.99
174907,1,11.99
174908,1,389.99
174909,1,150
174910,1,2.99
174911,1,2.99
174912,1,11.99
174913,1,3.84
174914,1,99.99
174915,1,11.95
174916,1,11.95
174917,1,149.99
174918,1,3.84
174919,1,11.99
174920,1,150
174921,1,150
174922,1,99.99
174923,1,11.95
174924,1,2.99
174925,1,11.95
174926,1,149.99
174927,1,99.99
174928,1,99.99
174929,4,2.99
174930,1,700
174930,1,14.95
174931,1,150
174932,1,600
174932,1,99.99
174933,1,11.99
174933,1,14.95
174934,1,999.99
174935,1,600
174936,1,3.84
174937,1,700
174938,1,14.95
174939,1,300
174940,1,99.99
174941,1,11.99
174942,1,149.99
174943,1,11.99
174944,1,14.95
174945,1,389.99
174946,1,3.84
174947,2,2.99
174948,1,3.84
174949,1,99.99
174950,1,389.99
174951,1,11.99
174952,1,379.99
174953,1,400
174954,1,379.99
174955,1,2.99
174956,1,3.84
174957,1,149.99
174958,1,14.95
174959,1,99.99
174960,1,11.95
174961,1,99.99
174962,2,2.99
174963,1,149.99
174964,1,2.99
174965,1,11.95
174966,1,3.84
174967,1,11.95
174968,1,150
174969,1,150
174970,1,2.99
174971,1,11.99
174972,1,11.95
174972,1,11.95
174973,1,11.99
174974,1,2.99
174975,2,2.99
174976,1,600
174976,1,600
174977,1,2.99
174978,1,14.95
174979,1,999.99
174980,1,11.95
174981,1,149.99
174982,1,2.99
174983,1,2.99
174984,1,99.99
174985,1,2.99
174986,1,3.84
174987,1,2.99
174988,1,2.99
174989,1,3.84
174990,1,99.99
174991,1,3.84
174992,1,2.99
174993,1,11.99
174993,1,150
174994,1,14.95
174995,1,11.99
174996,1,2.99
174997,1,11.95
174998,1,389.99
174999,1,150
175000,2,11.95
175001,1,999.99
175002,1,389.99
175003,1,11.95
175004,1,11.95
175005,1,700
175006,1,11.99
175007,1,150
175008,1,389.99
175008,1,14.95
175009,1,3.84
175010,1,149.99
175011,1,150
175012,1,99.99
175013,1,11.95
175014,1,1700
175015,1,700
175016,1,99.99
175017,1,1700
175018,1,11.95
175019,1,3.84
175020,1,11.95
175021,1,3.84
